;Unnamed: 0;_id;aut;author_gender;created_at;full_text;id_str;in_reply_to_status_id;in_reply_to_tweet;in_reply_to_user_id;is_sexist;msg;person_1;person_2;receiver_gender;retweet_count;sentiment_1;sentiment_2;sexist_1;sexist_2;user_id
606;53671;5a9934350842191684e91820;1;-1;Sat Feb 24 18:09:47 +0000 2018;Me parece una gran falta de respeto hacía las miles de compañeras que nos estamos dejando la vida en la #8MHuelgaFeminista y de una gran ignorancia por su parte #HagaseloMirar  @JavierMaroto https://t.co/e0aADeTJS5;967461570103169025;;;;;mention;3.0;1.0;0;3;0;0;0;0;213421062
607;15523;5a9c74630842190dbf5060bf;1;1;Tue Jan 09 12:41:17 +0000 2018;@beatriz_gasco ni un tuit en la llengua que defenses tant, ni un tuit en valencià. xiqueta estas fatal;950709058755088384;None;;964036260;;reply;1.0;2.0;0;0;0;0;0;0;927825247
609;3521;5a9934330842191684e7ecdb;1;1;Fri Feb 02 10:22:06 +0000 2018;@isaserras RAJOY DIMISION;959371341408407553;;;;;mention;3.0;1.0;0;0;0;0;0;0;2310248426
610;14964;5a9934320842191684e6f308;1;-1;Wed Jan 17 14:41:30 +0000 2018;@yeyaboya Molt lleig!!!;953638415488208902;953278685263683585;;106494679;;reply;2.0;4.0;0;0;0;0;0;0;909430836524613632
613;11115;5a9934340842191684e80a85;1;-1;Sun Feb 04 12:19:17 +0000 2018;@Ferran_Bel @Tortosa ENHORABONA alcalde;960125604594114562;960104441994252288;;352930189.0;;reply;1.0;2.0;1;0;0;0;0;0;468318050
616;10875;5a9c74630842190dbf50dbae;1;-1;Thu Jan 25 09:06:48 +0000 2018;@Rafa_Hernando @PPopular Está muy bien, empezar vosotros por devolver todo lo que os habéis llevado, a ver si cunde el ejemplo a los demás.;956453288622350336;956444705860014080;;380456440.0;;reply;4.0;1.0;0;0;0;0;0;0;572747163
617;8574;5a9934310842191684e65278;1;1;Sun Dec 31 22:10:28 +0000 2017;@EquipoClavijo #Feliz2018;947590806361255937;;;;;mention;1.0;4.0;0;0;0;0;0;0;60401270
618;26422;5a9c74640842190dbf523cf6;1;1;Thu Feb 15 18:57:06 +0000 2018;@XavierDomenechs Com veí de zona afectada aixo milloraria i molt la meva mobilitat! Esperem q Erc Bcn deixi de fer partidisme i es pugui complir!!;964211985993863169;964206967005831169;;191102437.0;;reply;4.0;2.0;1;0;0;0;0;0;920281246801985536
619;62291;5a9c74640842190dbf529fc2;1;1;Sat Feb 24 13:49:19 +0000 2018;@Albiol_XG Porque no te callas!!!!!?;967396021864148992;967351130643673088;;243153735.0;;reply;4.0;2.0;1;0;0;0;0;0;939274754837635073
620;1686;5a9c74630842190dbf4fb933;1;-1;Sat Dec 30 14:04:02 +0000 2017;@MailloAntonio Igual no ha tenido tiempo...es tiempo de mantecados. En Andalucía lo conocemos bien...;947106005304987648;;;;;mention;1.0;2.0;0;0;0;0;0;0;240801438
621;62767;5a9c74650842190dbf53375b;1;1;Wed Feb 28 15:18:11 +0000 2018;@CsarZafra Si Atocha está asi, no os quieto decir como están las otras estaciones. Las inversiones de ADIF son nulas.;968867937259016197;968801993220378624;;1024001552.0;;reply;2.0;1.0;0;0;0;0;0;0;281205085
622;13353;5a9934310842191684e65779;1;1;Thu Dec 28 20:22:34 +0000 2017;@esperanzaona Te refieres a machismo en general o en este caso concreto? Generalizar es bastante malo, y convertirnos a todos los hombres machistas es bastante peligroso...;946476490392330241;946475483956432896;;187121968.0;;reply;3.0;4.0;-1;0;0;0;0;0;51694639
624;12347;5a9c74640842190dbf5205fb;1;1;Fri Feb 16 11:33:21 +0000 2018;@ForcadellCarme Parece que sencillamente se va a pasar una encuesta a los padres para que elijan entre opciones solo castellano o catalán, o un intervalo de más o menos horas entre ambas. ¿Quizás el problema es que se va a demostrar que la mayoría quiere enseñanza verdaderamente bilingüe?;964462700549038080;964451352746262528;;2347190174.0;;reply;1.0;2.0;0;0;0;0;0;0;924600320101113856
625;22039;5a9c74640842190dbf51a0b9;1;-1;Tue Feb 06 22:43:23 +0000 2018;@carrizosacarlos Vosotros donareis la subvencion q teneis muy buen corazon y ahorrando en cafes ya lo teneis todo pagado;961007442330050561;960952009011683329;;268927636.0;;reply;4.0;2.0;1;0;0;0;0;0;951825120196251649
626;5715;5a9934320842191684e75bfe;1;1;Thu Jan 25 06:28:10 +0000 2018;.@otero_mikel que se que te gusta https://t.co/JIMI5dmboi;956413368042184706;;;;;mention;4.0;2.0;0;2;0;0;0;0;628207700
628;20375;5a9c74630842190dbf4f8a53;1;1;Fri Dec 15 16:55:12 +0000 2017;@MEspinosa_ @ggilmir At.RUIZ GALLARDON el ladrón. Tiene viviendas públicas al nombre d su hermana, cuñado y sobrino. Es un ladrón total.;941713261745115139;941641594410815488;;382001962.0;;reply;2.0;3.0;0;0;0;0;0;0;934069364642451456
629;13624;5a9c74630842190dbf4fe6c1;1;1;Sun Dec 31 09:04:48 +0000 2017;@Rosaespcas @CirculoXixon Zorionak eta urte Berri on.;947393089693540352;947185000490917888;;3000864969.0;;reply;2.0;4.0;-1;0;0;0;0;0;934816687882424320
630;18578;5a9c74640842190dbf521e52;1;-1;Thu Feb 15 09:39:53 +0000 2018;@EquipoClavijo Por la inversión en sanidad y en nuevas investigaciones para evitar el #CancerInfantil  dándole la prioridad máxima....  #nomasniñosenfermos;964071757845008384;964070595553103874;;2985832967.0;;reply;2.0;4.0;1;0;0;0;0;0;160353793
632;48724;5a9c74650842190dbf530abd;1;1;Sun Feb 25 16:16:15 +0000 2018;"@jsarrionan ""La voz de su amo"" se debería llamar ese periódico";967795386915188737;;;;;mention;3.0;2.0;0;1;0;0;0;0;301081651
633;55135;5a9c74650842190dbf53198b;1;1;Thu Feb 22 19:54:16 +0000 2018;@EBataller El Ple del Congrés aprova la moció de Compromís sobre la reforma del finançament autonòmic amb l’abstenció de PP i Ciudadanos  https://t.co/JARlOfspNv vía @compromis;966763088124022784;None;;386581108.0;;reply;3.0;2.0;0;0;0;0;0;0;4067767881
635;16504;5a9934310842191684e68679;1;-1;Wed Jan 03 20:56:39 +0000 2018;@_PabloFdez_ Lo que habría que apartar es a todo el partido popular ,de las instituciones .;948659396107755520;948657088913342465;;221406410.0;;reply;4.0;2.0;1;0;0;0;0;0;917004597889306624
637;57543;5a9934360842191684e921ae;1;-1;Wed Feb 21 21:56:57 +0000 2018;@isauralealf @RenatoCostaArt Un gran artista, esta fue la primera obra que conocí de el y me impresionó https://t.co/T7crlTwrgb;966431574878244865;966421967128719361;;555395673.0;;reply;3.0;1.0;-1;6;0;0;0;0;482166706
639;21377;5a9934340842191684e8329b;1;1;Sun Feb 04 14:17:27 +0000 2018;@AnnaSimo Amb lamentacions no anem en lloc, només més repressió.;960155345267187712;959846435834466305;;14335904.0;;reply;2.0;4.0;-1;0;0;0;0;0;887333340231213056
640;59394;5a9c74640842190dbf529471;1;-1;Tue Feb 20 02:48:40 +0000 2018;@toni_comin @martarovira Quina colle de miserables, uns per covards i altres per tirar la merda als altres. Aquest govern del pasat ens porta a la ruina i no volem perdre la feina, a la meva empresa ja han despedit a varias personas i estan pensant anar a Madrid.;965780213291540480;965505698917429249;;984434180.0;;reply;1.0;2.0;-1;0;0;0;0;0;928292440116744192
641;15499;5a9c74630842190dbf5060a7;1;1;Tue Jan 09 19:00:59 +0000 2018;@franferri_ @compromis Sí;950804613346791424;950768889520119808;;84437338;;reply;1.0;3.0;0;0;0;0;0;0;254153815
642;14952;5a9c74640842190dbf51850a;1;1;Wed Jan 31 16:14:09 +0000 2018;@JavierMaroto 🗣 “Los mensajes de Puigdemont demuestran que el procés era en sí mismo una burda mentira”.https://t.co/e60Y0DiQ7K;958735159473434624;None;;66940461.0;;reply;4.0;1.0;1;0;0;0;0;0;2992835879
643;22119;5a9934340842191684e83581;1;-1;Thu Feb 08 08:36:13 +0000 2018;@ferdeparamo No mentéixi a @maticatradio. França és un país jacobí retrograd on fa 100 anys NINGÚ parlava Francès i van imposar en nacionalisme d'estat i Espanya s'hi enmiralla per a assessinar la diversitat com han fetam a França. No, cap d'ells és un exemple de RES.;961519022419431424;None;;274663206.0;;reply;2.0;4.0;1;0;0;0;0;0;68476255
644;3351;5a9c74630842190dbf50be4a;1;1;Fri Jan 19 09:23:13 +0000 2018;@monicacarazo No. Para ellos los pobres somos seres inferiores sin derechos.;954283094017826817;;;;;mention;2.0;3.0;0;0;0;0;0;0;470516381
645;19275;5a9934330842191684e790f6;1;-1;Tue Jan 23 05:43:31 +0000 2018;@davidbonvehi Gràcies David. La teva tasca son també somnis compartits per molts;955677353824456706;955594302738042883;;589075584.0;;reply;4.0;1.0;0;0;0;0;0;0;468318050
646;23007;5a9c74640842190dbf522f9f;1;1;Thu Feb 08 10:06:22 +0000 2018;@martintoledano No tenemos ninguna fe en Uds. Sabemos lo que hay. #sosprisiones #equiparacionprisiones #prisionesGrupoB #nivel17prisiones #oepextraordinaria #stopagresiones #prisionespublicas #yusteyvelascodimision #formacionCep #24Fsosprisiones #24Fsosprisiones #24Fsosprisiones #sosprisiones;961541710265421824;960804662055198720;;403644947.0;;reply;1.0;3.0;0;14;0;0;0;0;851772980845842432
648;12842;5a9c74640842190dbf5207ea;1;-1;Sun Feb 11 22:14:19 +0000 2018;@fabianmohedano @elespanolcom Mas ultra que ciudadanos.;962812068318597121;962807063574347776;;101578140.0;;reply;3.0;1.0;1;0;0;0;0;0;281093132
649;16255;5a9934310842191684e68580;1;1;Mon Jan 01 22:43:09 +0000 2018;@PatriciaHdezGut FELIZ 2018. Qué bonito el peque.;947961419097624577;947627333619453953;;436843405.0;;reply;4.0;2.0;-1;0;0;0;0;0;2788262322
651;5174;5a9934320842191684e759e1;1;1;Thu Jan 25 05:56:17 +0000 2018;Jajaja @yeyaboya segur que sí!!! https://t.co/NfPAQqcyLP;956405341499068416;;;;;mention;4.0;3.0;0;0;0;0;0;0;333487302
652;65696;5a9c74640842190dbf52ad0f;1;1;Sat Feb 17 17:44:59 +0000 2018;@paquiconde Son unos falsos y en este caso una calumniadora !!! Es mentira no le interesa el bien de los niños. Quizás profesional?;964918614951366657;964917369503191041;;281658284.0;;reply;2.0;3.0;0;14;0;0;0;0;274008249
654;6888;5a9934340842191684e88520;1;1;Fri Feb 16 13:27:13 +0000 2018;@Irene_Montero_ ¿Me estás diciendo que me voy a tener que planchar yo mis pantalones?;964491358827315201;;;;;mention;3.0;1.0;0;0;0;0;0;0;757126977220448256
655;9278;5a9c74650842190dbf52f651;1;1;Sat Mar 03 16:44:21 +0000 2018;@joanbaldovi Y blindadas bajo el paraguas de la Constitución para que nadie pueda privatizarlas que eso es lo que nos está vendiendo el PP.;969976784384118785;;;;;mention;2.0;3.0;0;0;0;0;0;0;3104950678
656;22348;5a9c74630842190dbf51087f;1;-1;Thu Jan 18 15:50:16 +0000 2018;@jessicaalbiach no ha Colat!!! https://t.co/6VlxOdN8u2;954018109899321346;None;;208167029;;reply;3.0;4.0;0;0;0;0;0;0;457881584
657;20626;5a9c74640842190dbf522652;1;1;Wed Feb 07 09:10:22 +0000 2018;@mrhciudadanos B días Melisa. Es importante que se sepa el abuso de poder que hay con el Teleférico y VolcanoTeide en Tenerife. Necesitamos poder contactar con alguien de su partido para intentar solucionar los problemas que hay. Nos ayuda? Muchas gracias.;961165227868983296;None;;3166103591.0;;reply;1.0;2.0;-1;0;0;0;0;0;79793812
659;17098;5a9934330842191684e78875;1;1;Thu Jan 18 12:23:55 +0000 2018;@angelgarridog ¿Desvergüenza es decir que lo de Atocha fue ETA para no pegarse un batacazo electoral?, ¿o irse a un spa a Portugal con los cuerpos aún calientes de las 5 chicas del Madrid Arena? Hágase un favor y tápese un poquito.;953966177948184576;953899530612822016;;71226922.0;;reply;3.0;2.0;0;0;0;0;0;0;1172470585
661;8709;5a9c74630842190dbf50d338;1;1;Thu Jan 18 15:11:29 +0000 2018;@CBescansa Narco Chavismo cacique Pablemos facha rojo purga a quien en desacuerdo mejor?;954008349129019393;953624486775058432;;2537896518.0;;reply;4.0;2.0;0;0;0;0;0;0;1363118821
662;15078;5a9c74650842190dbf52f8e9;1;1;Fri Mar 02 10:30:22 +0000 2018;Respuesta Verba Volant: Sit Tibi Terra Levis. Abreviatura: S.T.T.L #Alumno #SánchezCantón #CulturaClásica #VerbaVolant @emilio_delrio;969520282984701952;;;;;mention;3.0;2.0;0;0;0;0;0;0;1099288783
663;10341;5a9c74630842190dbf50d998;1;1;Tue Jan 23 15:32:32 +0000 2018;@martintoledano confirma que la negociacion de la #EquiparacionYa debe ser con los sindicatos, no con Asociaciones (véase @jusapol ) y dice “no es bueno atacar al modelo sindical”;955825586706018304;None;;403644947.0;;reply;3.0;4.0;0;23;0;0;0;0;717874307909697536
664;2449;5a9c74650842190dbf52f3a2;1;1;Thu Mar 01 14:53:47 +0000 2018;@PatriciaReyesCs ¡ánimo Inés! Ejemplo de mujer comprometida;969224183719907328;;;;;mention;3.0;2.0;0;0;0;0;0;0;566214356
665;25004;5a9934340842191684e840c6;1;1;Thu Feb 08 06:19:37 +0000 2018;@aserna08 La revolución de la honradez https://t.co/QtI8RjNqyh vía @informacion_es;961484645744377856;None;;140489297.0;;reply;4.0;1.0;0;1;0;0;0;0;508817140
666;14433;5a9934310842191684e65bb1;1;1;Thu Dec 28 20:37:17 +0000 2017;@RamonEspinar @zaragozaencomun Espi.....¿cómo te encuentras después del zasca? https://t.co/bO6aDyl4UV;946480193325191169;946399653305683968;;394266186.0;;reply;2.0;3.0;0;0;0;0;0;0;263751450
667;8101;5a9c74630842190dbf50d0d8;1;1;Wed Jan 17 22:40:10 +0000 2018;"@PatriciaReyesCs ""En unas breves declaraciones a los medios antes de entrar en la iglesia, todos ellos quisieron poner de manifiesto su desacuerdo con el debate que habrá en el Congreso de los Diputados sobre el fin de la prisión permanente revisable"". Tomen nota en Cs";953758875727036416;953755533240127490;;3231722962.0;;reply;4.0;2.0;0;0;0;0;0;0;264794894
668;59524;5a9c74640842190dbf5294f3;1;-1;Sat Feb 24 13:11:52 +0000 2018;@ForcadellCarme @jcuixart Todos corruptos a la cárcel solo 40 apoyan la división https://t.co/oRo2zJ4Htp;967386597518921728;967014024855609345;;2347190174.0;;reply;2.0;4.0;0;0;0;0;0;0;952806010263097344
669;14163;5a9934310842191684e65aa3;1;-1;Mon Dec 25 11:31:07 +0000 2017;@josemfreire ¡Enhorabuena! Vamos mejorando;945255584349282304;944904606605283329;;200544372.0;;reply;1.0;2.0;0;0;0;0;0;0;928716259616788482
671;15947;5a9934330842191684e783f6;1;-1;Thu Jan 25 08:47:24 +0000 2018;@susanadiaz Buen trabajo presidenta encadenamos cuatro años de descenso en el paro #AndalucíaAvanza;956448407345823744;956445856277741568;;911000017.0;;reply;4.0;3.0;0;0;0;0;0;0;2873708057
672;7467;5a9c74630842190dbf504147;1;1;Mon Jan 15 19:51:46 +0000 2018;@susanadiaz @ppandaluz A las cofradías y a su Virgen de la Esperanza.;952991721952071685;952989820179173376;;911000017;;reply;2.0;3.0;0;1;0;0;0;0;507571977
673;35292;5a9934350842191684e90f5d;1;1;Sat Feb 24 12:51:05 +0000 2018;@jr_blanco_ A favor del acogimiento particular. Que cada uno acoja a quien desee y se ocupe de su integracion.;967381366081048576;;;;;mention;4.0;3.0;0;0;0;0;0;0;752781407953485824
674;15351;5a9c74640842190dbf5211b7;1;1;Fri Feb 16 10:19:02 +0000 2018;@yeyaboya @socialistes_cat quina vergonya!! el 155 un cop d'estat amb còmplices!!;964443999657451521;964432906121719808;;106494679.0;;reply;1.0;4.0;-1;0;0;0;0;0;228000128
675;8243;5a9934310842191684e6d8c7;1;1;Sun Jan 14 20:27:44 +0000 2018;@sergioromeroj Y si no la gobernará quien la gobierna..., donde podría llegar😉;952638383146315776;952638066942005249;;160132562;;reply;3.0;1.0;0;1;0;0;0;0;2418701549
676;20490;5a9934330842191684e795b5;1;1;Wed Jan 17 11:52:12 +0000 2018;@eduardorepi Felipe González = mamut que come de las puertas giratorias !;953595808703795200;953388181889736707;;299062519;;reply;1.0;2.0;0;0;0;0;0;0;856435233247424512
677;71129;5a9c74640842190dbf52c248;1;1;Sat Feb 24 15:44:27 +0000 2018;"@Rafa_Hernando @marianorajoy ""Esto sucede gracias a nuestro pacto con los separatistas de ERC y los nacionalistas del PSC, ya que Rivera se negó. Al menos ahora reconocemos que somos unos indignos y merecemos acabar como el PASOK""https://t.co/VKNS6Uh7rv";967424995654819841;967346495769972736;;380456440.0;;reply;4.0;1.0;1;0;0;0;0;0;399635989
678;999;5a9c74630842190dbf502803;1;-1;Sun Jan 07 23:09:00 +0000 2018;@GallizoMercedes Nunca han asumido ninguno de sus errores;950142252067717120;;;;;mention;1.0;4.0;0;0;0;0;0;0;1704870439
679;17773;5a9c74640842190dbf521b2d;1;-1;Thu Feb 15 21:08:42 +0000 2018;@FeijooGalicia @elcorreogallego Isto explica tanto...;964245103274594304;964237716488585219;;579741408.0;;reply;1.0;2.0;1;0;0;0;0;0;255637534
680;16203;5a9934350842191684e8a983;1;1;Tue Feb 13 11:35:28 +0000 2018;📻 Avui hem visitat el CEIP Censal de Castelló, un dels centres que compta amb auxiliar de conversa en anglès. Volem que tots els centres públics en disposen d'un per ajudar els nostres xiquets i xiquetes a guanyar habilitats en idiomes #ElConsellerRespon https://t.co/Q3CLeYlIRO;963376070622932993;963375070855991296;;217123650.0;;reply;2.0;1.0;1;1;0;0;0;0;217123650
681;21237;5a9934340842191684e8320f;1;-1;Mon Feb 05 21:57:18 +0000 2018;@sergisabria @KRLS Mira, avui estic optimista i us faig confiança a tots, com si els tres us fonguessiu en un: la Nostra República.;960633458421915649;960611577497051136;;19982905.0;;reply;3.0;4.0;1;1;0;0;0;0;913822496717197313
682;23133;5a9934300842191684e62991;1;1;Fri Dec 15 22:09:27 +0000 2017;@mjburuaga que cenes bien !!! Yo hoy tampoco !!!!!;941792344034217985;None;;8.355518168761795e+17;;reply;3.0;4.0;0;0;0;0;0;0;277972053
683;56654;5a9c74650842190dbf531f7a;1;1;Sat Mar 03 20:44:03 +0000 2018;@mcduenas @PPopular Tenemos un Estado sobredimensionado, con un gasto excesivo para la realidad de nuestra economía, malgestionado e ineficiente, los diferentes gobiernos del bipartidismo que nos han gobernado, no han sabido optimizar nuestros recursos y mejorar la eficiencia  de la administración.;970037105966624768;969860910776012800;;281539503.0;;reply;3.0;2.0;-1;0;0;0;0;0;867625797074464768
685;18926;5a9934340842191684e82908;1;-1;Mon Feb 05 14:42:53 +0000 2018;@ignacioaguado @CiudadanosCs En Madrid y Barcelona hace falta una mejora urgente... Si los políticos cogieran el transporte público de forma habitual para ir a trabajar posiblemente tendríamos soluciones... Pero claro, si no han trabajado fuera de la política, ¡coger el metro menos!;960524130998280192;960482287170281472;;143538142.0;;reply;3.0;2.0;1;1;0;0;0;0;923997177994719232
686;68460;5a9c74650842190dbf534d98;1;-1;Wed Feb 28 17:06:25 +0000 2018;@xpericay @Albert_Rivera Molt be!!!;968895173429211137;968563224445685760;;101168947.0;;reply;3.0;1.0;1;0;0;0;0;0;262121220
687;13152;5a9c74640842190dbf520920;1;1;Wed Feb 14 19:47:46 +0000 2018;@raulromeva Grandiosa dona, ens va deixar el seu espirit  per la eternitat.;963862351484194816;963820209520947200;;41795707.0;;reply;1.0;4.0;0;0;0;0;0;0;918483935126081536
689;579;5a9934330842191684e7e15d;1;1;Thu Feb 08 10:57:08 +0000 2018;@amonterosoler si nos peleamos por el pasado no habrá futuro;961554483649097730;;;;;mention;3.0;1.0;0;1;0;0;0;0;2868737117
691;13340;5a9934340842191684e81336;1;1;Thu Feb 08 08:04:20 +0000 2018;@Adrilastra ...que no pueda respirar.🎶;961510995586965504;961505965643390976;;200194757.0;;reply;3.0;4.0;-1;0;0;0;0;0;248753497
692;31598;5a9c74640842190dbf527897;1;1;Wed Feb 21 15:54:57 +0000 2018;@noepmp Algunos trabajamos seriamente por conquistar y consolidar derechos, para nuestra tierra y para nuestra gente, mientras otros se quedan sólo en el discurso.;966340474930855937;;;;;mention;2.0;4.0;0;1;0;0;0;0;557092619
694;71123;5a9c74640842190dbf52c242;1;1;Sat Feb 24 16:19:06 +0000 2018;@Rafa_Hernando Entre portavoces y portavozas dan ganas de irse también a Suiza. Os pagamos para legislar y gobernar, no para tirarse las puyitas y hacer el ridículo.;967433714639753219;967346495769972736;;380456440.0;;reply;4.0;3.0;1;0;0;0;0;0;300527411
695;12362;5a9934330842191684e775f5;1;-1;Wed Jan 24 14:45:38 +0000 2018;@DolorsMM @rtve Empezamos cuidando la programación !;956176170944487424;956127791451426816;;283559538.0;;reply;3.0;1.0;0;0;0;0;0;0;246184892
699;65938;5a9c74640842190dbf52ae01;1;1;Thu Feb 22 19:24:05 +0000 2018;@JLambanM Todo lo que a ti te falta,vete a Ejea;966755490817560576;966560895651467264;;2350951542.0;;reply;2.0;3.0;1;0;0;0;0;0;914542744420458497
